,index_new,atel_num,Sentence,label,process
213,213,11903.0,"The enhanced X-ray position (Goad et al.2007; Evans et al.2009) at RA-2000 = 04 20 00.37, Dec-2000=-54 56 16.6 (uncertainty 1.4"") corresponds to the optical position of the center of the galaxy.",1.0,enhanc x ray posit goad et al evan et al ra dec uncertainti correspond optic posit center galaxi
214,214,11901.0,"The centres of these, approximately 0.5 deg wide and circular beams, were at RA, Dec = (06:13:54.7, +67:04:00.1; J2000) and RA, Dec = (06:12:53.1, +67:03:59.1; J2000).",1.0,centr approxim deg wide circular beam ra dec jtwothousand ra dec jtwothousand 
215,215,11895.0,"On our first (10s exposure) set we found new optical object (transient) within SWIFT XRT error-box (Lipunov et al., GCN Circ #23048; Lipunov et al., GCN Circ #23050) : MASTER OT J165415.75 -540239.27 RA, DEC = 16h 54m 15.75s , -54d 02m 39.27s m ~ 14.5 at maximum; error = 1 arcsec; We see a gradual attenuation of the OT on an automatic light curve.",1.0,first exposur set found new optic object transient within swift xrt error box lipunov et al gcn circ lipunov et al gcn circ master ot j ra dec h maximum error arcsec see gradual attenu ot automat light curv
216,216,11892.0,"Transient MASTER OT J211135.76-345242.9 discovery - possibly dwarf nova outburst, ampl>5m MASTER-OAFA auto-detection system ( <A HREF="" "">Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L</A> ) discovered OT source at (RA, Dec) = 21h 11m 35.76s -34d 52m 42.9s on 2018-07-20.22941 UT.",1.0,transient master ot j discoveri possibl dwarf nova outburst ampl master oafa auto detect system href lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut
217,217,11890.0,"18975) and was able to locate the source (RA(J2000)=16:18:07.73, Dec(J2000)=-54:06:12.14) with an uncertainty of only 2 arcsec, allowing us to pinpoint a single optical/IR object: USNO-B1.0 0358-0591923/2MASSJ 16180771-5406122, also listed in the ALL-WISE catalogue with colours W1-W2=1.176 and W2-W3=2.566, i.e.",1.0,abl locat sourc ra jtwothousand dec jtwothousand uncertainti arcsec allow us pinpoint singl optic ir object usno b massj also list wise catalogu colour w w w w ie
218,218,11882.0,The transient TCP J18010186-2951258 (at J2000 coordinates RA = 18:01:01.84 Dec=-29:51:23.8) was first discovered by T. Kojima on UT 2018 07 13.494 and the ASAS-SN Sky Patrol light curve (Shappee et al.2014; Kochanek et al.2017) resembles that of a microlensing event (Subo Dong et al.ATel #11853).,1.0,transient tcp j jtwothousand coordin ra dec first discov kojima ut asa sn sky patrol light curv shappe et al kochanek et al resembl microlens event subo dong et alatel 
219,219,11879.0,"MASTER OT J062314.79-432206.7 - PSN MASTER-SAAO auto-detection system ( Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L ) discovered OT source at (RA, Dec) = 06h 23m 14.79s -43d 22m 06.7s on 2015-12-20.92119 UT.",1.0,master ot j psn master saao auto detect system lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut
220,220,11867.0,"We report the discovery of ASASSN-18pe, a new Galactic transient at J2000 coordinates of R.A.=17:15:21.54, Dec. = +06:00:27.2 .",1.0,report discoveri asassn pe new galact transient jtwothousand coordin ra dec 
221,221,11863.0,or 2.5 arc seconds away from the reported ASAS-SN position: R.A.=05:41:46.461; Dec.=-71:48:37.59.,1.0,arc second away report asa sn posit ra dec 
222,222,11857.0,"V mag ASASSN-18pf 05:41:46.461 -71:48:37.59 2018-07-13.44 13.3 ASASSN-18pf was discovered in images obtained on UT 2018-07-13.44 at V~13.3, and it is also detected in several earlier epochs, starting on UT 2018-07-11.44 at V~12.8.",1.0,v mag asassn pf asassn pf discov imag obtain ut v also detect sever earlier epoch start ut v 
223,223,11853.0,"We take i-band follow-up images with 40cm robotic telescopes of the Las Cumbres Observatory, and the refined coordinates based on the follow-up observations are: (RA = 18:01:01.84 Dec=-29:51:23.8).",1.0,take band follow imag cm robot telescop la cumbr observatori refin coordin base follow observ ra dec 
224,224,11851.0,"The burst was detected in beam 7 of the receiver, which at the time was pointed at a position of (RA, DEC = 17:46:12, -11:45:47; J2000).",1.0,burst detect beam receiv time point posit ra dec jtwothousand 
225,225,11848.0,"Mag Offset from Host ("") ASASSN-18pb 02:14:33.986 -00:45:55.60 2018-07-12.36 16.2 -19.1 7.82 Obs.",1.0,mag offset host asassn pb ob
226,226,11840.0,"ASAS-SN has observed a rapid, two magnitude brightening of the flat spectrum radio source PKS~2345-16 (z=0.576, 23:48:02.6, -16:31:12), from g<17 to g~15.3 mag over 15 days from UT 2018-06-23 to UT 2018-07-09.12.",2.0,asa sn observ rapid two magnitud brighten flat spectrum radio sourc pk z g g mag day ut ut 
227,227,11838.0,"Transient MASTER OT J051133.47-211610.2 discovery - PSN in 12.7""W,3""S of PGC016891 MASTER-OAFA auto-detection system ( <A HREF="" "">Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L</A> ) discovered OT source at (RA, Dec) = 05h 11m 33.47s -21d 16m 10.2s on 2018-07-10.44087 UT.",1.0,transient master ot j discoveri psn w pgc master oafa auto detect system href lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut
228,228,11835.0,"We provide an update to the most recent Swift observations of the Narrow-Line Seyfert 1 galaxy Mkn 335 (RA-2000=00h06m19.5s, Dec-2000=+20d12m11s), which last week was found in the dimmest flux ever in the UVW2 band (1923A) (Grupe et al., ATel #11815).",1.0,provid updat recent swift observ narrow line seyfert galaxi mkn ra h dec last week found dimmest flux ever uvw band grupe et al atel 
229,229,11834.0,"Transient, Variables MASTER OT J104822.39-453356.8 detection - dwarf nova outburst, ampl>5.8m MASTER-OAFA auto-detection system ( <A HREF="" "">Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L</A> ) discovered OT source at (RA, Dec) = 10h 48m 22.39s -45d 33m 56.8s on 2018-07-09.07564 UT.",1.0,transient variabl master ot j detect dwarf nova outburst ampl master oafa auto detect system href lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut
230,230,11815.0,"We report on the discovery of the highly variable Narrow-Line Seyfert 1 galaxy Mkn 335 (RA-2000=00h06m19.5s, Dec-2000=+20d12m11s) in its lowest ultra-violet flux state ever seen, since the beginning of our Swift monitoring.",1.0,report discoveri highli variabl narrow line seyfert galaxi mkn ra h dec lowest ultra violet flux state ever seen sinc begin swift monitor
231,231,11794.0,"We do not detect any radio emission at the supernova position RA, Decl (J2000): 16:16:00.22 +22:16:04.8.",1.0,detect radio emiss supernova posit ra decl jtwothousand 
232,232,11778.0,"AT 2018cux is located at RA = 10:27:51.41 and Dec = -43:54:18.00 (J2000.0), which is 1.8"" east and 4.0"" south of the i-band nucleus of the host galaxy.",1.0,cux locat ra dec jtwothousand east south band nucleu host galaxi
233,233,11770.0,DLT18ab is located at RA: 21:16:11.58 DEC: -64:28:57.26 (SW from the potential host galaxy IC 5092).,1.0,dlt ab locat ra dec sw potenti host galaxi ic 
234,234,11762.0,"Mag Offset from Host ("") ASASSN-18nt 01:25:52.03 -01:22:01.65 2018-06-21.19 17.2 -17.2 221.91 Obs.",1.0,mag offset host asassn nt ob
235,235,11755.0,"Nova, Transient, Variables MASTER OT J004355.89+413209.9 discovery - OT in M31 direction MASTER-Kislovodsk auto-detection system ( <A HREF="" "">Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L</A> ) </br> discovered OT source at (RA, Dec) = 00h 43m 55.89s +41d 32m 09.9s on 2018-06-20.98169 UT.",1.0,nova transient variabl master ot j discoveri ot direct master kislovodsk auto detect system href lipunov et al master global robot net advanc astronomi l br discov ot sourc ra dec h ut
236,236,11755.0,"There was AT2017ixs <a href="" "">(RA,Dec=00:43:56.00+41:32:11.30)</a> at 2017-12-15 17:45:58 UT in history.",1.0,ix href ra dec ut histori
237,237,11754.0,"During the observations of the Reticulum II region carried out from 2018 June 12 to 2018 June 19 (total exposure time of 208 ks), the IBIS/ISGRI instrument on board INTEGRAL detected significant hard X-ray emission from a source with coordinates: RA: 4:19:49 Dec: -54:56:28, with 3.5 arcmin 90% confinement radius and spatially coincident with the Seyfert galaxy NGC 1566.",1.0,observ reticulum ii region carri june june total exposur time ks ibi isgri instrument board integr detect signific hard x ray emiss sourc coordin ra dec arcmin confin radiu spatial coincid seyfert galaxi ngc 
238,238,11749.0,"The coordinates of the source are (J2000): R.A.: 16:16:00.254 Dec.: 22:16:05.10 This detection indicates that there is a strong non-thermal contribution to the emission, which favours the interpretation of this transient as a relativistic event.",1.0,coordin sourc jtwothousand ra dec detect indic strong non thermal contribut emiss favour interpret transient relativist event
239,239,11722.0,"In the XRT observation performed in WT mode, we found a bright X-ray source located at RA 16:34:01.255, DEC -47:23:26.460, which is just about 9 arcseconds from the reported position of 4U 1630-472, thus the transient is likely 4U 1630-472.",1.0,xrt observ perform wt mode found bright x ray sourc locat ra dec arcsecond report posit u thu transient like u 
240,240,11721.0,"ZTF18abauprj is located at R.A., Dec = 16:59:05.07 +47:14:11.1 (J2000), roughly 37.5 arcsec (~19 kpc) from the nucleus of NGC 6279.",1.0,ztf abauprj locat ra dec jtwothousand roughli arcsec kpc nucleu ngc 
241,241,11720.0,"Transient, Variables MASTER OT J204902.95+372753.1 discovery - OT, preliminary dwarf nova outburst with ampl>4.6 MASTER-IAC auto-detection system discovered OT source at (RA, Dec) = 20h 49m 02.95s +37d 27m 53.1s on 2018-06-11.14725 UT.",1.0,transient variabl master ot j discoveri ot preliminari dwarf nova outburst ampl master iac auto detect system discov ot sourc ra dec h ut
242,242,11719.0,"Gaia18bmt (Ra, Dec = 14:16:03.55, -56:54:48.24) was found by Gaia Science Alerts programme on 2018-06-11 ( ) as a significant brigthening by more than 2 mag on a 15.5 mag star in the Galactic Disk (l,b = 314.32362, 4.07498).",1.0,gaia bmt ra dec found gaia scienc alert programm signific brigthen mag mag star galact disk l b 
243,243,11718.0,Thus we obtain the following localization for this source: RA(J2000) = 17:28:29.8s (262.12429 deg) Dec(J2000) = -20:22:56.5 (-20.38236 deg) with a radial uncertainty of 1.8'' (at 90% confidence).,1.0,thu obtain follow local sourc ra jtwothousand deg dec jtwothousand deg radial uncertainti confid 
244,244,11716.0,"Gaia18blo (AT2018chv, 13:11:50.55 -37:30:49.43), was discovered by the Gaia Science Alerts programme on 2018-06-05 as a smooth 0.4 mag increase on a 18.9 mag blueish source at Galactic Plane latitude of about 25 deg ( ) We observed the target with the Southern African Large Telescope (SALT) using the Robert Stobie Spectrograph (RSS) on 2018-06-08 with PG300 grating, slit size 1.5 arcsec.",1.0,gaia blo chv discov gaia scienc alert programm smooth mag increas mag blueish sourc galact plane latitud deg observ target southern african larg telescop salt use robert stobi spectrograph rss pg grate slit size arcsec
245,245,11715.0,"Variables MASTER OT J145533.15-393624.5 discovery - PSN in 3.3""E, 16""N of PGC596177 MASTER-OAFA auto-detection system ( <A HREF="" "">Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L</A> ) discovered OT source at (RA, Dec) = 14h 55m 33.15s -39d 36m 24.5s on 2018-06-14.17716 UT.",1.0,variabl master ot j discoveri psn e n pgc master oafa auto detect system href lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut
246,246,11712.0,"ASASSN-18lw (AT 2018cgo; RA: 19:28:50.74 Dec: -19:32:54.02) was discovered by the All Sky Automated Survey for SuperNovae (ASAS-SN, Shappee et al.2014) on 2018 June 5.92 UT.",1.0,asassn lw cgo ra dec discov sky autom survey supernova asa sn shappe et al june ut
247,247,11698.0,"MASTER OT J153519.70-063028.9 detection - dwarf nova outburst, ampl>3m MASTER-OAFA auto-detection system discovered OT source at (RA, Dec) = 15h 35m 19.70s -06d 30m 28.9s on 2018-06-06.96657 UT.",1.0,master ot j detect dwarf nova outburst ampl master oafa auto detect system discov ot sourc ra dec h ut
248,248,11693.0,"A bright ultraviolet source is visible on UVOT images at the position 15:38:43.80 -47:44:41.0 +/-0.2"" J2000 measured with respect to UCAC3 stars in the field.",1.0,bright ultraviolet sourc visibl uvot imag posit jtwothousand measur respect ucac star field
249,249,11692.0,"MASTER Global Robotic Net observed MAXI X-ray transient source ( T. Yoneyama et al.ATEL #11683) RA,Dec(2000)=17 27 53, -20 23 20 +-0.33d.",1.0,master global robot net observ maxi x ray transient sourc yoneyama et alatel ra dec
250,250,11690.0,"Within the 1.5' NICER positional uncertainty (Ludlum et al.2018, ATel #11689), we find a bright new source located at RA(J2000) = 17:28:29.92 (262.12466deg) Dec(J2000) = -20:22:56.2 (-20.3823deg) with an astrometric uncertainty of 0.02"" in RA and 0.04"" in Dec calibrated against PanSTARRS DR1 ( ).",1.0,within nicer posit uncertainti ludlum et al atel find bright new sourc locat ra jtwothousand deg dec jtwothousand deg astrometr uncertainti ra dec calibr panstarr dr 
251,251,11683.0,"Assuming that the source flux was constant over three scan transits from 9:41 to 12:46, we obtain the source position at (R.A., Dec) = (261.971 deg, -20.389 deg) = (17 27 53, -20 23 20) (J2000) with a statistical 90% C.L.",1.0,assum sourc flux constant three scan transit obtain sourc posit ra dec deg deg jtwothousand statist cl
252,252,11680.0,"observations at very-high energies (E>100 GeV) of the flat spectrum radio quasar 3C 279 (reshift z=0.536, R.A.: 12h56m11.1665s, Dec: -05d47m21.523s (J2000)) have been carried out over the last 3 nights on the basis of another strong flare in the high-energy gamma-ray band (E>100 MeV) detected with Fermi-LAT.",1.0,observ high energi e gev flat spectrum radio quasar c reshift z ra h dec jtwothousand carri last night basi anoth strong flare high energi gamma ray band e mev detect fermi lat
253,253,11678.0,DLT18y is located at RA: 00:51:05.24 DEC: -07:03:47.0 (~0.9 arcmin from the potential host galaxy NGC274).,1.0,dlt locat ra dec arcmin potenti host galaxi ngc 
254,254,11676.0,We report that the blazar S5 0716+714 (RA: 7 21 53.45 Dec: 71 20 36.36 J2000.0) reached last night (May 31.83) the optical magnitude R=12.16(0.01).,1.0,report blazar ra dec jtwothousand reach last night may optic magnitud r 
255,255,11675.0,"The most likely position is RA = 06:38:48.7, DEC = -49:53:59, J2000, Galactic: Gl = 258.87 deg, Gb = -22.35 deg.",1.0,like posit ra dec jtwothousand galact gl deg gb deg
256,256,11674.0,"ePESSTO, the extended Public ESO Spectroscopic Survey for Transient Objects (see Smartt et al.2015, A&A, 579, 40  ), reports a reclassification of SN2018bsz (RA=16:09:39.19, DEC=-32:03:45.2).",1.0,epessto extend public eso spectroscop survey transient object see smartt et al report reclassif sn bsz ra dec 
257,257,11673.0,"MASTER OT J110230.30+553555.5 discovery - PSN in 1"" of SDSS J110230.41+553555.1 galaxy MASTER-Tavrida auto-detection system ( <A HREF="" "">Lipunov et al., ""MASTER Global Robotic Net"",Advances in Astronomy, 2010, 30L</A> ) discovered OT source at (RA, Dec) = 11h 02m 30.30s +55d 35m 55.5s on 2018-05-25.79944 UT.",1.0,master ot j discoveri psn sdss j galaxi master tavrida auto detect system href lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut
258,258,11671.0,"We report the spectroscopic classification of SN 2018bwp (RA=13:25:54.77, DEC=-37:14:12.05) in the galaxy 2MASX J13255427-3714139 .",1.0,report spectroscop classif sn bwp ra dec galaxi masx j 
259,259,11668.0,"Variables We report Swift observations of the AM CVn-type system SDSS J141118.31+481257.6 (RA=14:11:18.31, Dec=+48:12:57.6) during its first ever recorded outburst.",1.0,variabl report swift observ cvn type system sdss j ra dec first ever record outburst
260,260,11667.0,"We report the spectroscopic classification of SN 2018bwq (RA=21:29:11.76, DEC=-29:09:46.2) in the galaxy 2MASX J21291210-2909468.",1.0,report spectroscop classif sn bwq ra dec galaxi masx j 
261,261,11666.0,The correct coordinates for the transient are -- RA: 00:14:01.68 DEC: -23:11:35.38.,1.0,correct coordin transient ra dec 
262,262,11665.0,DLT18x is located at RA: 03:30:25.27 DEC: -23:11:35.38 (~4.6 arcmin from the potential host galaxy NGC45).,1.0,dlt x locat ra dec arcmin potenti host galaxi ngc 
263,263,11664.0,"The UVOT enhanced X-ray position (Goad et al.2007, A&A 476, 1401; Evans et al., 2009, MNRAS 397, 1177) based on all XRT observation is Ra-2000=07 09 31.8, Dec-2000= -35 37 47.8 with an uncertainty of 2.0"".",1.0,uvot enhanc x ray posit goad et al evan et al mnra base xrt observ ra dec uncertainti 
